id,date,est_date,time_point,year,month,season,phase,exp_year,julian,dss,site,slope,fert,treat,strip,rot_phs,comb_id,man_id,crop_id,crop,TOY,seed,seed_rate,n_added,st_yld,gr_yld,st_n,gr_n,st_p,gr_p
12,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,1,3,N,10,7,1,126.86,138617.1,1,W,,,,,3690,1628,3120,19223,99999,99999
13,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,1,1,NP,3,9,1,128.86,118619.03,1,W,,,,,5116,2275,3025,19622,99999,99999
14,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,1,1,N,3,9,1,128.86,118619.03,1,W,,,,,5116,2275,3025,19622,99999,99999
15,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,1,2,NP,3,9,1,128.86,128619.03,1,W,,,,,2938,1246,2696,19293,99999,99999
16,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,1,2,N,3,9,1,128.86,128619.03,1,W,,,,,2938,1246,2696,19293,99999,99999
17,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,1,3,NP,3,9,1,128.86,138619.03,1,W,,,,,3522,1610,2820,18348,99999,99999
18,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,1,3,N,3,9,1,128.86,138619.03,1,W,,,,,3522,1610,2820,18348,99999,99999
19,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,1,1,NP,6,10,1,129.86,118620.06,1,W,,,,,3842,1915,2930,18166,99999,99999
20,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,1,1,N,6,10,1,129.86,118620.06,1,W,,,,,3842,1915,2930,18166,99999,99999
21,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,1,2,NP,6,10,1,129.86,128620.06,1,W,,,,,3367,1478,2437,18105,99999,99999
22,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,1,2,N,6,10,1,129.86,128620.06,1,W,,,,,3367,1478,2437,18105,99999,99999
23,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,1,3,NP,6,10,1,129.86,138620.06,1,W,,,,,3499,1170,3162,19424,99999,99999
24,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,1,3,N,6,10,1,129.86,138620.06,1,W,,,,,3499,1170,3162,19424,99999,99999
25,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,1,1,N,6,15,1,134.86,118625.06,1,W,,,,,3792,1650,2835,18409,99999,99999
26,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,1,1,NP,6,15,1,134.86,118625.06,1,W,,,,,3792,1650,2835,18409,99999,99999
27,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,1,2,N,6,15,1,134.86,128625.06,1,W,,,,,3278,1454,2911,19041,99999,99999
28,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,1,2,NP,6,15,1,134.86,128625.06,1,W,,,,,3278,1454,2911,19041,99999,99999
29,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,1,3,N,6,15,1,134.86,138625.06,1,W,,,,,3240,1271,3516,19689,99999,99999
30,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,1,3,NP,6,15,1,134.86,138625.06,1,W,,,,,3240,1271,3516,19689,99999,99999
31,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,1,1,NP,1,17,1,136.86,118627.01,1,W,,,,,4149,1882,2467,16950,99999,99999
32,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,1,1,N,1,17,1,136.86,118627.01,1,W,,,,,4149,1882,2467,16950,99999,99999
33,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,1,2,NP,1,17,1,136.86,128627.01,1,W,,,,,4059,1809,2773,19099,99999,99999
34,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,1,2,N,1,17,1,136.86,128627.01,1,W,,,,,4059,1809,2773,19099,99999,99999
35,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,1,3,NP,1,17,1,136.86,138627.01,1,W,,,,,4441,1994,3499,18532,99999,99999
36,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,1,3,N,1,17,1,136.86,138627.01,1,W,,,,,4441,1994,3499,18532,99999,99999
37,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,1,1,N,10,18,1,137.86,118628.1,1,W,,,,,3290,1496,2790,16991,99999,99999
38,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,1,1,NP,10,18,1,137.86,118628.1,1,W,,,,,3290,1496,2790,16991,99999,99999
39,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,1,2,N,10,18,1,137.86,128628.1,1,W,,,,,3710,1716,2580,18274,99999,99999
40,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,1,2,NP,10,18,1,137.86,128628.1,1,W,,,,,3710,1716,2580,18274,99999,99999
41,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,1,3,N,10,18,1,137.86,138628.1,1,W,,,,,3930,1575,2790,19530,99999,99999
42,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,1,3,NP,10,18,1,137.86,138628.1,1,W,,,,,3930,1575,2790,19530,99999,99999
43,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,1,1,NP,3,22,1,141.86,118632.03,1,W,,,,,2558,1067,2696,17401,99999,99999
44,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,1,1,N,3,22,1,141.86,118632.03,1,W,,,,,2558,1067,2696,17401,99999,99999
45,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,1,2,NP,3,22,1,141.86,128632.03,1,W,,,,,3352,1375,3057,17749,99999,99999
46,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,1,2,N,3,22,1,141.86,128632.03,1,W,,,,,3352,1375,3057,17749,99999,99999
47,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,1,3,NP,3,22,1,141.86,138632.03,1,W,,,,,4819,2284,3637,19958,99999,99999
48,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,1,3,N,3,22,1,141.86,138632.03,1,W,,,,,4819,2284,3637,19958,99999,99999
49,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,2,1,NP,10,1,1,220.86,218611.1,1,W,,,,,3610,1822,4668,15178,99999,99999
50,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,2,1,N,10,1,1,220.86,218611.1,1,W,,,,,3610,1822,4668,15178,99999,99999
51,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,2,2,NP,10,1,1,220.86,228611.1,1,W,,,,,3000,1118,4200,22208,99999,99999
52,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,2,2,N,10,1,1,220.86,228611.1,1,W,,,,,3000,1118,4200,22208,99999,99999
53,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,2,3,NP,10,1,1,220.86,238611.1,1,W,,,,,6100,1857,8880,25361,99999,99999
54,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,2,3,N,10,1,1,220.86,238611.1,1,W,,,,,6100,1857,8880,25361,99999,99999
55,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,2,1,NP,1,3,1,222.86,218613.01,1,W,,,,,3366,1615,3372,17458,99999,99999
56,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,2,1,N,1,3,1,222.86,218613.01,1,W,,,,,3366,1615,3372,17458,99999,99999
57,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,2,2,NP,1,3,1,222.86,228613.01,1,W,,,,,3216,1305,5319,22212,99999,99999
58,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,2,2,N,1,3,1,222.86,228613.01,1,W,,,,,3216,1305,5319,22212,99999,99999
59,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,2,3,NP,1,3,1,222.86,238613.01,1,W,,,,,7414,1338,9350,24191,99999,99999
60,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,2,3,N,1,3,1,222.86,238613.01,1,W,,,,,7414,1338,9350,24191,99999,99999
61,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,2,1,N,3,8,1,227.86,218618.03,1,W,,,,,4158,1533,3585,19035,99999,99999
62,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,2,1,NP,3,8,1,227.86,218618.03,1,W,,,,,4158,1533,3585,19035,99999,99999
63,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,2,2,N,3,8,1,227.86,228618.03,1,W,,,,,3151,1712,3887,17867,99999,99999
64,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,2,2,NP,3,8,1,227.86,228618.03,1,W,,,,,3151,1712,3887,17867,99999,99999
65,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,2,3,N,3,8,1,227.86,238618.03,1,W,,,,,7414,1338,9584,23590,99999,99999
66,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,2,3,NP,3,8,1,227.86,238618.03,1,W,,,,,7414,1338,9584,23590,99999,99999
67,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,2,1,N,6,9,1,228.86,218619.06,1,W,,,,,4238,2057,3388,17458,99999,99999
68,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,2,1,NP,6,9,1,228.86,218619.06,1,W,,,,,4238,2057,3388,17458,99999,99999
69,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,2,2,N,6,9,1,228.86,228619.06,1,W,,,,,4202,2384,3404,17808,99999,99999
70,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,2,2,NP,6,9,1,228.86,228619.06,1,W,,,,,4202,2384,3404,17808,99999,99999
71,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,2,3,N,6,9,1,228.86,238619.06,1,W,,,,,6776,1075,9822,24812,99999,99999
72,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,2,3,NP,6,9,1,228.86,238619.06,1,W,,,,,6776,1075,9822,24812,99999,99999
73,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,2,1,N,3,15,1,234.86,218625.03,1,W,,,,,4088,1859,3437,18782,99999,99999
74,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,2,1,NP,3,15,1,234.86,218625.03,1,W,,,,,4088,1859,3437,18782,99999,99999
75,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,2,2,N,3,15,1,234.86,228625.03,1,W,,,,,3665,1764,3518,18845,99999,99999
76,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,2,2,NP,3,15,1,234.86,228625.03,1,W,,,,,3665,1764,3518,18845,99999,99999
77,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,2,3,N,3,15,1,234.86,238625.03,1,W,,,,,7220,1259,9350,22696,99999,99999
78,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,2,3,NP,3,15,1,234.86,238625.03,1,W,,,,,7220,1259,9350,22696,99999,99999
79,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,2,1,NP,10,17,1,236.86,218627.1,1,W,,,,,4630,2253,3114,17917,99999,99999
80,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,2,1,N,10,17,1,236.86,218627.1,1,W,,,,,4630,2253,3114,17917,99999,99999
81,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,2,2,NP,10,17,1,236.86,228627.1,1,W,,,,,3410,1681,3450,16796,99999,99999
82,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,2,2,N,10,17,1,236.86,228627.1,1,W,,,,,3410,1681,3450,16796,99999,99999
83,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,2,3,NP,10,17,1,236.86,238627.1,1,W,,,,,9020,1320,9840,23436,99999,99999
84,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,2,3,N,10,17,1,236.86,238627.1,1,W,,,,,9020,1320,9840,23436,99999,99999
85,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,2,1,N,1,19,1,238.86,218629.01,1,W,,,,,4710,2357,3164,17753,99999,99999
86,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,2,1,NP,1,19,1,238.86,218629.01,1,W,,,,,4710,2357,3164,17753,99999,99999
87,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,2,2,N,1,19,1,238.86,228629.01,1,W,,,,,3860,1823,3308,15153,99999,99999
88,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,2,2,NP,1,19,1,238.86,228629.01,1,W,,,,,3860,1823,3308,15153,99999,99999
89,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,2,3,N,1,19,1,238.86,238629.01,1,W,,,,,7954,1178,9053,23756,99999,99999
90,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,2,3,NP,1,19,1,238.86,238629.01,1,W,,,,,7954,1178,9053,23756,99999,99999
91,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,2,1,NP,6,21,1,240.86,218631.06,1,W,,,,,3569,1414,3533,16546,99999,99999
92,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,2,1,N,6,21,1,240.86,218631.06,1,W,,,,,3569,1414,3533,16546,99999,99999
93,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,2,2,NP,6,21,1,240.86,228631.06,1,W,,,,,3865,1998,3308,16346,99999,99999
94,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,2,2,N,6,21,1,240.86,228631.06,1,W,,,,,3865,1998,3308,16346,99999,99999
95,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,2,3,NP,6,21,1,240.86,238631.06,1,W,,,,,7414,1338,9360,23218,99999,99999
96,7/26/1986,7/26/1986,572,1986,7,Sum,G,1,207,207,2,3,N,6,21,1,240.86,238631.06,1,W,,,,,7414,1338,9360,23218,99999,99999
97,7/15/1987,7/15/1987,926,1987,7,Sum,G,2,196,561,1,1,NP,2,3,1,122.87,118713.02,1,W,,,,,4839,902,3816,21862,295,3240
98,7/15/1987,7/15/1987,926,1987,7,Sum,G,2,196,561,1,1,N,2,3,1,122.87,118713.02,1,W,,,,,3658,848,3487,23617,263,3562
99,7/15/1987,7/15/1987,926,1987,7,Sum,G,2,196,561,1,2,NP,2,3,1,122.87,128713.02,1,W,,,,,1903,496,5671,25851,455,3691
100,7/15/1987,7/15/1987,926,1987,7,Sum,G,2,196,561,1,2,N,2,3,1,122.87,128713.02,1,W,,,,,1886,348,6116,25851,492,3885
101,7/15/1987,7/15/1987,926,1987,7,Sum,G,2,196,561,1,3,NP,2,3,1,122.87,138713.02,1,W,,,,,6316,1334,5520,24095,943,4498
102,7/15/1987,7/15/1987,926,1987,7,Sum,G,2,196,561,1,3,N,2,3,1,122.87,138713.02,1,W,,,,,4134,1273,4784,25213,776,4886
103,7/15/1987,7/15/1987,926,1987,7,Sum,G,2,196,561,1,1,N,5,4,1,123.87,118714.05,1,W,,,,,4708,878,4320,25851,330,3756
104,7/15/1987,7/15/1987,926,1987,7,Sum,G,2,196,561,1,1,NP,5,4,1,123.87,118714.05,1,W,,,,,5840,1191,2721,20107,230,3627
105,7/15/1987,7/15/1987,926,1987,7,Sum,G,2,196,561,1,2,N,5,4,1,123.87,128714.05,1,W,,,,,2083,547,5655,26011,423,3756
106,7/15/1987,7/15/1987,926,1987,7,Sum,G,2,196,561,1,2,NP,5,4,1,123.87,128714.05,1,W,,,,,4249,681,4393,24095,419,4014
107,7/15/1987,7/15/1987,926,1987,7,Sum,G,2,196,561,1,3,N,5,4,1,123.87,138714.05,1,W,,,,,5955,1933,3995,24415,470,4724
108,7/15/1987,7/15/1987,926,1987,7,Sum,G,2,196,561,1,3,NP,5,4,1,123.87,138714.05,1,W,,,,,5364,1691,5215,25372,839,4660
109,7/15/1987,7/15/1987,926,1987,7,Sum,G,2,196,561,1,1,N,9,11,1,130.87,118721.09,1,W,,,,,7480,1806,2748,21702,219,3724
110,7/15/1987,7/15/1987,926,1987,7,Sum,G,2,196,561,1,1,NP,9,11,1,130.87,118721.09,1,W,,,,,6102,1737,3678,21383,344,3691
111,7/15/1987,7/15/1987,926,1987,7,Sum,G,2,196,561,1,2,N,9,11,1,130.87,128721.09,1,W,,,,,3839,1718,3615,23936,285,3691
112,7/15/1987,7/15/1987,926,1987,7,Sum,G,2,196,561,1,2,NP,9,11,1,130.87,128721.09,1,W,,,,,5627,1638,2415,20266,207,3627
113,7/15/1987,7/15/1987,926,1987,7,Sum,G,2,196,561,1,3,N,9,11,1,130.87,138721.09,1,W,,,,,5135,1712,3507,23298,687,4789
114,7/15/1987,7/15/1987,926,1987,7,Sum,G,2,196,561,1,3,NP,9,11,1,130.87,138721.09,1,W,,,,,5397,1783,6403,24255,910,4402
115,7/15/1987,7/15/1987,926,1987,7,Sum,G,2,196,561,1,1,NP,5,14,1,133.87,118724.05,1,W,,,,,4183,1255,3027,22340,326,4014
116,7/15/1987,7/15/1987,926,1987,7,Sum,G,2,196,561,1,1,N,5,14,1,133.87,118724.05,1,W,,,,,6020,1091,2992,23457,246,3756
117,7/15/1987,7/15/1987,926,1987,7,Sum,G,2,196,561,1,2,NP,5,14,1,133.87,128724.05,1,W,,,,,3888,1440,3227,24255,328,4402
118,7/15/1987,7/15/1987,926,1987,7,Sum,G,2,196,561,1,2,N,5,14,1,133.87,128724.05,1,W,,,,,4429,1320,2987,23617,276,3853
119,7/15/1987,7/15/1987,926,1987,7,Sum,G,2,196,561,1,3,NP,5,14,1,133.87,138724.05,1,W,,,,,5906,1053,4080,24893,859,5015
120,7/15/1987,7/15/1987,926,1987,7,Sum,G,2,196,561,1,3,N,5,14,1,133.87,138724.05,1,W,,,,,3215,1181,7200,25532,941,4563
121,7/15/1987,7/15/1987,926,1987,7,Sum,G,2,196,561,1,1,NP,9,19,1,138.87,118729.09,1,W,,,,,4495,1096,3208,24415,247,3821
122,7/15/1987,7/15/1987,926,1987,7,Sum,G,2,196,561,1,1,N,9,19,1,138.87,118729.09,1,W,,,,,4741,1186,4053,23617,306,3175
123,7/15/1987,7/15/1987,926,1987,7,Sum,G,2,196,561,1,2,NP,9,19,1,138.87,128729.09,1,W,,,,,4724,614,3147,21383,404,4369
124,7/15/1987,7/15/1987,926,1987,7,Sum,G,2,196,561,1,2,N,9,19,1,138.87,128729.09,1,W,,,,,6135,475,3090,21702,362,4272
125,7/15/1987,7/15/1987,926,1987,7,Sum,G,2,196,561,1,3,NP,9,19,1,138.87,138729.09,1,W,,,,,3494,1950,5995,23617,1300,4724
126,7/15/1987,7/15/1987,926,1987,7,Sum,G,2,196,561,1,3,N,9,19,1,138.87,138729.09,1,W,,,,,2822,1170,9500,26170,1400,4918
127,7/15/1987,7/15/1987,926,1987,7,Sum,G,2,196,561,1,1,NP,2,21,1,140.87,118731.02,1,W,,,,,5364,1615,3600,22021,299,3724
128,7/15/1987,7/15/1987,926,1987,7,Sum,G,2,196,561,1,1,N,2,21,1,140.87,118731.02,1,W,,,,,5627,1292,3204,23617,270,4240
129,7/15/1987,7/15/1987,926,1987,7,Sum,G,2,196,561,1,2,NP,2,21,1,140.87,128731.02,1,W,,,,,4150,593,3916,22978,386,4079
130,7/15/1987,7/15/1987,926,1987,7,Sum,G,2,196,561,1,2,N,2,21,1,140.87,128731.02,1,W,,,,,4544,582,4289,22978,397,4014
131,7/15/1987,7/15/1987,926,1987,7,Sum,G,2,196,561,1,3,NP,2,21,1,140.87,138731.02,1,W,,,,,5840,1445,4111,22659,778,4724
132,7/15/1987,7/15/1987,926,1987,7,Sum,G,2,196,561,1,3,N,2,21,1,140.87,138731.02,1,W,,,,,3707,1363,5656,23936,899,4466
133,7/15/1987,7/15/1987,926,1987,7,Sum,G,2,196,561,2,1,N,9,2,1,221.87,218712.09,1,W,,,,,4480,1534,5055,25567,374,4264
134,7/15/1987,7/15/1987,926,1987,7,Sum,G,2,196,561,2,1,NP,9,2,1,221.87,218712.09,1,W,,,,,3518,1205,6700,26618,560,4472
135,7/15/1987,7/15/1987,926,1987,7,Sum,G,2,196,561,2,2,N,9,2,1,221.87,228712.09,1,W,,,,,2210,757,4313,23915,252,3101
136,7/15/1987,7/15/1987,926,1987,7,Sum,G,2,196,561,2,2,NP,9,2,1,221.87,228712.09,1,W,,,,,1935,663,7500,27217,527,3429
137,7/15/1987,7/15/1987,926,1987,7,Sum,G,2,196,561,2,1,N,2,4,1,223.87,218714.02,1,W,,,,,4518,1547,3917,22714,393,4353
138,7/15/1987,7/15/1987,926,1987,7,Sum,G,2,196,561,2,1,NP,2,4,1,223.87,218714.02,1,W,,,,,3004,1029,4472,23615,541,4890
139,7/15/1987,7/15/1987,926,1987,7,Sum,G,2,196,561,2,2,N,2,4,1,223.87,228714.02,1,W,,,,,2542,870,7200,26317,506,3280
140,7/15/1987,7/15/1987,926,1987,7,Sum,G,2,196,561,2,2,NP,2,4,1,223.87,228714.02,1,W,,,,,2552,874,5752,24365,428,3876
141,7/15/1987,7/15/1987,926,1987,7,Sum,G,2,196,561,2,1,N,5,6,1,225.87,218716.05,1,W,,,,,3688,1263,10835,24215,385,4234
142,7/15/1987,7/15/1987,926,1987,7,Sum,G,2,196,561,2,1,NP,5,6,1,225.87,218716.05,1,W,,,,,3595,1231,3174,23915,269,4443
143,7/15/1987,7/15/1987,926,1987,7,Sum,G,2,196,561,2,2,N,5,6,1,225.87,228716.05,1,W,,,,,3328,1140,6500,27217,440,3548
144,7/15/1987,7/15/1987,926,1987,7,Sum,G,2,196,561,2,2,NP,5,6,1,225.87,228716.05,1,W,,,,,3236,1108,3662,25116,201,3012
145,7/15/1987,7/15/1987,926,1987,7,Sum,G,2,196,561,2,1,NP,2,14,1,233.87,218724.02,1,W,,,,,5441,1863,4568,25116,338,4144
146,7/15/1987,7/15/1987,926,1987,7,Sum,G,2,196,561,2,1,N,2,14,1,233.87,218724.02,1,W,,,,,5441,1863,5371,25567,402,4651
147,7/15/1987,7/15/1987,926,1987,7,Sum,G,2,196,561,2,2,NP,2,14,1,233.87,228724.02,1,W,,,,,4505,1543,5295,26317,301,3310
148,7/15/1987,7/15/1987,926,1987,7,Sum,G,2,196,561,2,2,N,2,14,1,233.87,228724.02,1,W,,,,,2781,952,8600,27217,627,4383
149,7/15/1987,7/15/1987,926,1987,7,Sum,G,2,196,561,2,1,N,9,20,1,239.87,218730.09,1,W,,,,,4240,1452,6259,26017,471,4502
150,7/15/1987,7/15/1987,926,1987,7,Sum,G,2,196,561,2,1,NP,9,20,1,239.87,218730.09,1,W,,,,,4783,1638,5699,24215,388,4055
151,7/15/1987,7/15/1987,926,1987,7,Sum,G,2,196,561,2,2,N,9,20,1,239.87,228730.09,1,W,,,,,4341,1486,5367,24816,430,4293
152,7/15/1987,7/15/1987,926,1987,7,Sum,G,2,196,561,2,2,NP,9,20,1,239.87,228730.09,1,W,,,,,4235,1450,5809,27518,404,4293
153,7/15/1987,7/15/1987,926,1987,7,Sum,G,2,196,561,2,1,NP,5,22,1,241.87,218732.05,1,W,,,,,5366,1837,4405,23314,465,4115
154,7/15/1987,7/15/1987,926,1987,7,Sum,G,2,196,561,2,1,N,5,22,1,241.87,218732.05,1,W,,,,,5119,1753,4689,25116,394,3787
155,7/15/1987,7/15/1987,926,1987,7,Sum,G,2,196,561,2,2,NP,5,22,1,241.87,228732.05,1,W,,,,,4657,1595,7000,26618,621,4353
156,7/15/1987,7/15/1987,926,1987,7,Sum,G,2,196,561,2,2,N,5,22,1,241.87,228732.05,1,W,,,,,1874,642,7200,26767,578,4383
157,7/15/1987,7/15/1987,926,1987,7,Sum,G,2,196,561,3,1,NP,5,2,1,321.87,318712.05,1,W,,,,,2914,1302,3100,22802,253,2919
158,7/15/1987,7/15/1987,926,1987,7,Sum,G,2,196,561,3,1,N,5,2,1,321.87,318712.05,1,W,,,,,3550,1587,3700,22656,515,3156
159,7/15/1987,7/15/1987,926,1987,7,Sum,G,2,196,561,3,2,NP,5,2,1,321.87,328712.05,1,W,,,,,3319,1563,3200,22802,305,2949
160,7/15/1987,7/15/1987,926,1987,7,Sum,G,2,196,561,3,2,N,5,2,1,321.87,328712.05,1,W,,,,,4375,2060,3108,22802,358,2919
161,7/15/1987,7/15/1987,926,1987,7,Sum,G,2,196,561,3,3,NP,5,2,1,321.87,338712.05,1,W,,,,,4440,2249,2349,18260,392,3691
162,7/15/1987,7/15/1987,926,1987,7,Sum,G,2,196,561,3,3,N,5,2,1,321.87,338712.05,1,W,,,,,5329,2700,3362,21043,584,3632
163,7/15/1987,7/15/1987,926,1987,7,Sum,G,2,196,561,3,1,N,9,9,1,328.87,318719.09,1,W,,,,,4292,1918,3868,23535,323,2889
164,7/15/1987,7/15/1987,926,1987,7,Sum,G,2,196,561,3,1,NP,9,9,1,328.87,318719.09,1,W,,,,,5299,2368,3446,22362,279,2503
165,7/15/1987,7/15/1987,926,1987,7,Sum,G,2,196,561,3,2,N,9,9,1,328.87,328719.09,1,W,,,,,3420,1610,3362,23535,227,2978
166,7/15/1987,7/15/1987,926,1987,7,Sum,G,2,196,561,3,2,NP,9,9,1,328.87,328719.09,1,W,,,,,4175,1966,3193,24267,183,2503
167,7/15/1987,7/15/1987,926,1987,7,Sum,G,2,196,561,3,3,N,9,9,1,328.87,338719.09,1,W,,,,,4954,2510,2940,21336,436,3513
